,NO,Movie_title,Year,Genre,Rating,Votes,Directors,Stars,Scenario,Gross,Certificate
16,1817,Planet of the Apes,(1968),"['Adventure, Sci-Fi']",8.0,173260,['Franklin J. Schaffner '],"['Charlton Heston, Roddy McDowall, Kim Hunter, Maurice Evans']","['An astronaut crew crash-lands on a planet in the distant future where intelligent talking apes are the dominant species, and humans are the oppressed and enslaved.']",$33.40M,G
17,1818,MASH,(1970),"['Comedy, Drama, War']",7.4,70558,['Robert Altman '],"['Donald Sutherland, Elliott Gould, Tom Skerritt, Sally Kellerman']",['The staff of a Korean War field hospital use humor and high jinks to keep their sanity in the face of the horror of war.'],$81.60M,R
18,1819,The Shallows,(2016),"['Action, Drama, Horror']",6.3,127301,['Jaume Collet-Serra '],"['Blake Lively, Óscar Jaenada, Angelo Josue Lozano Corzo, Joseph Salas']","['A mere 200 yards from shore, surfer Nancy is attacked by a great white shark, with her short journey to safety becoming the ultimate contest of wills.']",$55.12M,PG-13
19,1820,Mortal Engines,(2018),"['Action, Adventure, Fantasy']",6.1,119013,['Christian Rivers '],"['Hera Hilmar, Robert Sheehan, Hugo Weaving, Jihae']","['In a post-apocalyptic world where cities ride on wheels and consume each other to survive, two people meet in London and try to stop a conspiracy.']",$15.95M,PG-13
20,1821,The Founder,(2016),"['Biography, Drama']",7.2,139331,['John Lee Hancock '],"['Michael Keaton, Nick Offerman, John Carroll Lynch, Linda Cardellini']","[""The story of Ray Kroc, a salesman who turned two brothers' innovative fast food eatery, McDonald's, into the biggest restaurant business in the world, with a combination of ambition, persistence, and ruthlessness.""]",$12.79M,PG-13
21,1822,Wild Wild West,(1999),"['Action, Comedy, Sci-Fi']",4.9,157050,['Barry Sonnenfeld '],"['Will Smith, Kevin Kline, Kenneth Branagh, Salma Hayek']","['The two best special agents in the Wild West must save President Grant from the clutches of a diabolical, wheelchair-bound, steampunk-savvy, Confederate scientist bent on revenge for losing the Civil War.']",$113.81M,PG-13
22,1823,Lilo & Stitch,(2002),"['Animation, Adventure, Comedy']",7.3,178784,"['Directors: Dean DeBlois, Chris Sanders ']","['Daveigh Chase, Chris Sanders, Tia Carrere, David Ogden Stiers']","[""A young and parentless girl adopts a 'dog' from the local pound, completely unaware that it's supposedly a dangerous scientific experiment that's taken refuge on Earth and is now hiding from its creator and those who see it as a menace.""]",$145.79M,PG
23,1824,Spy,(2015),"['Action, Comedy']",7.0,238321,['Paul Feig '],"['Melissa McCarthy, Rose Byrne, Jude Law, Jason Statham']","['A desk-bound CIA analyst volunteers to go undercover to infiltrate the world of a deadly arms dealer, and prevent diabolical global disaster.']",$110.83M,R
24,1825,Valkyrie,(2008),"['Drama, History, Thriller']",7.1,235919,['Bryan Singer '],"['Tom Cruise, Bill Nighy, Carice van Houten, Kenneth Branagh']","['A dramatization of the July 20, 1944 assassination and political coup plot by desperate renegade German Army officers against Adolf Hitler during World War II.']",$83.08M,PG-13
25,1826,The Guernsey Literary and Potato Peel Pie Society,(2018),"['Drama, Romance, War']",7.4,41684,['Mike Newell '],"['Jessica Brown Findlay, Tom Courtenay, Michiel Huisman, Katherine Parkinson']","['In the aftermath of World War II, a writer forms an unexpected bond with the residents of Guernsey Island when she decides to write a book about their experiences during the war.']",NA,TV-14
26,1827,In the Cut,(2003),"['Mystery, Thriller']",5.3,23223,['Jane Campion '],"['Meg Ryan, Mark Ruffalo, Jennifer Jason Leigh, Michael Nuccio']","['New York City writing professor, Frannie Avery, has an affair with a police detective who is investigating the murder of a beautiful young woman in her neighborhood.']",$4.75M,R
27,1828,Predators,(2010),"['Action, Adventure, Sci-Fi']",6.4,219521,['Nimród Antal '],"['Adrien Brody, Laurence Fishburne, Topher Grace, Alice Braga']",['A group of elite warriors parachute into an unfamiliar jungle and are hunted by members of a merciless alien race.'],$52.00M,R
28,1829,Footloose,(1984),"['Drama, Music, Romance']",6.6,75759,['Herbert Ross '],"['Kevin Bacon, Lori Singer, John Lithgow, Dianne Wiest']","['A city teenager moves to a small town where rock music and dancing have been banned, and his rebellious spirit shakes up the populace.']",$80.04M,PG
29,1830,Final Destination 2,(2003),"['Horror, Thriller']",6.2,160069,['David R. Ellis '],"['A.J. Cook, Ali Larter, Tony Todd, Michael Landes']","['Kimberly has a premonition of an accident killing multiple people including her and her friends. She blocks the cars behind her on the ramp and as a police trooper arrives, the accident happens. Death is stalking this group of survivors.']",$46.96M,R
30,1831,Twins,(1988),"['Comedy, Crime']",6.1,119813,['Ivan Reitman '],"['Arnold Schwarzenegger, Danny DeVito, Kelly Preston, Chloe Webb']","['A physically perfect but innocent man goes in search of his long-lost twin brother, who is short, a womanizer, and small-time crook.']",$111.94M,PG
31,1832,Halloween - Resurrection,(2002),"['Horror, Thriller']",4.0,41650,['Rick Rosenthal '],"['Jamie Lee Curtis, Busta Rhymes, Brad Loree, Bianca Kajlich']","['Three years after he last terrorized his sister, Michael Myers confronts her again, before traveling to Haddonfield to deal with the cast and crew of a reality show which is being broadcast from his old home.']",$30.35M,R
32,1833,Sahara,(2005),"['Action, Adventure, Comedy']",6.0,95806,['Breck Eisner '],"['Matthew McConaughey, Penélope Cruz, Steve Zahn, Jude Akuwudike']","['Master explorer Dirk Pitt goes on the adventure of a lifetime of seeking out a lost Civil War battleship known as the ""Ship of Death"" in the deserts of West Africa while helping a WHO doctor being hounded by a ruthless dictator.']",$68.67M,PG-13
33,1834,Jeepers Creepers,(2001),"['Horror, Mystery']",6.2,120517,['Victor Salva '],"['Gina Philips, Justin Long, Jonathan Breck, Patricia Belcher']",['A brother and sister driving home through isolated countryside for spring break encounter a flesh-eating creature which is in the midst of its ritualistic eating spree.'],$37.90M,R
34,1835,Annabelle,(2014),"['Horror, Mystery, Thriller']",5.4,151591,['John R. Leonetti '],"['Ward Horton, Annabelle Wallis, Alfre Woodard, Tony Amendola']",['A couple begins to experience terrifying supernatural occurrences involving a vintage doll shortly after their home is invaded by satanic cultists.'],$84.27M,R
35,1836,The Visit,(2015),"['Horror, Mystery, Thriller']",6.3,123719,['M. Night Shyamalan '],"['Olivia DeJonge, Ed Oxenbould, Deanna Dunagan, Peter McRobbie']","[""Two siblings become increasingly frightened by their grandparents' disturbing behavior while visiting them on vacation.""]",$65.21M,PG-13
36,1837,Once Upon a Time in Mexico,(2003),"['Action, Crime, Thriller']",6.4,158188,['Robert Rodriguez '],"['Antonio Banderas, Salma Hayek, Johnny Depp, Willem Dafoe']","['Hitman ""El Mariachi"" becomes involved in international espionage involving a psychotic CIA agent and a corrupt Mexican general.']",$56.36M,R
37,1838,Dogma,(1999),"['Adventure, Comedy, Drama']",7.3,213103,['Kevin Smith '],"['Ben Affleck, Matt Damon, Linda Fiorentino, Bud Cort']",['An abortion clinic worker with a special heritage is called upon to save the existence of humanity from being negated by two renegade angels trying to exploit a loop-hole and reenter Heaven.'],$30.65M,R
38,1839,Hulk,(2003),"['Action, Sci-Fi']",5.6,260176,['Ang Lee '],"['Eric Bana, Jennifer Connelly, Sam Elliott, Josh Lucas']","['Bruce Banner, a genetics researcher with a tragic past, suffers an accident that causes him to transform into a raging green monster when he gets angry.']",$132.18M,PG-13
39,1840,Roma,(2018),['Drama'],7.7,149740,['Alfonso Cuarón '],"['Yalitza Aparicio, Marina de Tavira, Diego Cortina Autrey, Carlos Peralta']","[""A year in the life of a middle-class family's maid in Mexico City in the early 1970s.""]",NA,R
40,1841,The Chronicles of Narnia - The Voyage of the Dawn Treader,(2010),"['Adventure, Family, Fantasy']",6.3,148181,['Michael Apted '],"['Ben Barnes, Skandar Keynes, Georgie Henley, Will Poulter']","['Lucy and Edmund Pevensie return to Narnia with their cousin Eustace where they meet up with Prince Caspian for a trip across the sea aboard the royal ship The Dawn Treader. Along the way they encounter dragons, dwarves, merfolk, and a band of lost warriors before reaching the edge of the world.']",$104.39M,PG
41,1842,Monsters University,(2013),"['Animation, Adventure, Comedy']",7.2,340051,['Dan Scanlon '],"['Billy Crystal, John Goodman, Steve Buscemi, Helen Mirren']","['A look at the relationship between Mike Wazowski (Billy Crystal) and James P. ""Sully"" Sullivan (John Goodman) during their days at Monsters University, when they weren\'t necessarily the best of friends.']",$268.49M,G
42,1843,Drop Dead Gorgeous,(1999),"['Comedy, Romance, Thriller']",6.6,35814,['Michael Patrick Jann '],"['Kirsten Dunst, Denise Richards, Ellen Barkin, Allison Janney']",['A small-town beauty pageant turns deadly as it becomes clear that someone will go to any lengths to win.'],$10.56M,PG-13
43,1844,Memoirs of a Geisha,(2005),"['Drama, Romance']",7.4,143992,['Rob Marshall '],"['Ziyi Zhang, Ken Watanabe, Michelle Yeoh, Suzuka Ohgo']","[""Nitta Sayuri reveals how she transcended her fishing-village roots and became one of Japan's most celebrated geisha.""]",$57.49M,PG-13
44,1845,Always Be My Maybe,(2019),"['Comedy, Romance']",6.8,51581,['Nahnatchka Khan '],"['Ali Wong, Randall Park, James Saito, Michelle Buteau']","['Everyone assumed that Sasha and Marcus would wind up together, except for Sasha and Marcus. Reconnecting after 15 years, the two start to wonder--maybe?']",NA,PG-13
45,1846,Brimstone,(2016),"['Drama, Mystery, Thriller']",7.1,38966,['Martin Koolhoven '],"['Guy Pearce, Dakota Fanning, Emilia Jones, Carice van Houten']","['From the moment the new reverend climbs the pulpit, Liz knows she and her family are in great danger.']",NA,R
46,1847,Borat Subsequent Moviefilm,(2020),['Comedy'],6.6,131625,['Jason Woliner '],"['Sacha Baron Cohen, Maria Bakalova, Tom Hanks, Dani Popescu']","['Borat returns from Kazakhstan to America and this time he reveals more about the American culture, the COVID-19 pandemic and the political elections.']",NA,R
47,1848,The Call of the Wild,(2020),"['Adventure, Drama, Family']",6.8,44630,['Chris Sanders '],"['Harrison Ford, Omar Sy, Cara Gee, Dan Stevens']",['A sled dog struggles for survival in the wilds of the Yukon.'],$62.34M,PG
48,1849,Eastern Promises,(2007),"['Action, Crime, Drama']",7.6,235800,['David Cronenberg '],"['Naomi Watts, Viggo Mortensen, Armin Mueller-Stahl, Josef Altin']",['A teenager who dies during childbirth leaves clues in her journal that could tie her child to a rape involving a violent Russian mob family.'],$17.11M,R
49,1850,The Campaign,(2012),['Comedy'],6.1,128322,['Jay Roach '],"['Will Ferrell, Zach Galifianakis, Jason Sudeikis, Dylan McDermott']",['An incumbent Representative embroiled in personal scandal faces a no-holds-barred challenge from a naive newcomer funded by two unscrupulous billionaire lobbyist brothers.'],$86.91M,R
